any;municipi;concepte;estat;valor
2018;Ribera d'Ondara;renda mitjana per persona;;95,9
2018;Ribera d'Urgellet;població ocupada;;88,5
2018;Ribera d'Urgellet;treballadors de baixa qualificació;..;null
2018;Ribera d'Urgellet;població amb estudis baixos;;107,8
2018;Ribera d'Urgellet;població jove sense estudis postobligatoris;..;null
2018;Ribera d'Urgellet;estrangers de països de renda baixa o mitjana;;90,9
2018;Ribera d'Urgellet;renda mitjana per persona;;88,6
2018;Ribes de Freser;població ocupada;;118,2
2018;Ribes de Freser;treballadors de baixa qualificació;;114,3
2018;Ribes de Freser;població amb estudis baixos;;107,6
2018;Ribes de Freser;població jove sense estudis postobligatoris;;102,6
2018;Ribes de Freser;estrangers de països de renda baixa o mitjana;;89,8
2018;Ribes de Freser;renda mitjana per persona;;103,7
2018;Riells i Viabrea;població ocupada;;98,0
2018;Riells i Viabrea;treballadors de baixa qualificació;;107,7
2018;Riells i Viabrea;població amb estudis baixos;;71,7
2018;Riells i Viabrea;població jove sense estudis postobligatoris;;105,4
2018;Riells i Viabrea;estrangers de països de renda baixa o mitjana;;84,6
2018;Riells i Viabrea;renda mitjana per persona;;94,6
2018;Riera de Gaià, la;població ocupada;;114,1
2018;Riera de Gaià, la;treballadors de baixa qualificació;;90,6
2018;Riera de Gaià, la;població amb estudis baixos;;97,1
2018;Riera de Gaià, la;població jove sense estudis postobligatoris;;105,3
2018;Riera de Gaià, la;estrangers de països de renda baixa o mitjana;;92,8
2018;Riera de Gaià, la;renda mitjana per persona;;95,2
2018;Riner;població ocupada;;113,1
2018;Riner;treballadors de baixa qualificació;..;null
2018;Riner;població amb estudis baixos;;113,8
2018;Riner;població jove sense estudis postobligatoris;..;null
2018;Riner;estrangers de països de renda baixa o mitjana;;87,8
2018;Riner;renda mitjana per persona;;98,5
2018;Ripoll;població ocupada;;106,7
2018;Ripoll;treballadors de baixa qualificació;;117,1
2018;Ripoll;població amb estudis baixos;;114,4
2018;Ripoll;població jove sense estudis postobligatoris;;115,1
2018;Ripoll;estrangers de països de renda baixa o mitjana;;99,6
2018;Ripoll;renda mitjana per persona;;98,6
2018;Ripollet;població ocupada;;105,3
2018;Ripollet;treballadors de baixa qualificació;;104,9
2018;Ripollet;població amb estudis baixos;;99,6
2018;Ripollet;població jove sense estudis postobligatoris;;112,0
2018;Ripollet;estrangers de països de renda baixa o mitjana;;98,1
2018;Ripollet;renda mitjana per persona;;92,1
2018;Riu de Cerdanya;població ocupada;;112,8
2018;Riu de Cerdanya;treballadors de baixa qualificació;..;null
2018;Riu de Cerdanya;població amb estudis baixos;;77,5
2018;Riu de Cerdanya;població jove sense estudis postobligatoris;..;null
2018;Riu de Cerdanya;estrangers de països de renda baixa o mitjana;;78,7
2018;Riu de Cerdanya;renda mitjana per persona;;105,1
2018;Riudarenes;població ocupada;;95,8
2018;Riudarenes;treballadors de baixa qualificació;;118,1
2018;Riudarenes;població amb estudis baixos;;108,0
2018;Riudarenes;població jove sense estudis postobligatoris;;123,2
2018;Riudarenes;estrangers de països de renda baixa o mitjana;;97,1
2018;Riudarenes;renda mitjana per persona;;116,0
2018;Riudaura;població ocupada;;131,2
2018;Riudaura;treballadors de baixa qualificació;..;null
2018;Riudaura;població amb estudis baixos;;89,0
2018;Riudaura;població jove sense estudis postobligatoris;..;null
2018;Riudaura;estrangers de països de renda baixa o mitjana;;81,2
2018;Riudaura;renda mitjana per persona;;103,8
2018;Riudecanyes;població ocupada;;100,3
2018;Riudecanyes;treballadors de baixa qualificació;;104,2
2018;Riudecanyes;població amb estudis baixos;;101,6
2018;Riudecanyes;població jove sense estudis postobligatoris;;105,5
2018;Riudecanyes;estrangers de països de renda baixa o mitjana;;101,1
2018;Riudecanyes;renda mitjana per persona;;90,8
2018;Riudecols;població ocupada;;122,5
2018;Riudecols;treballadors de baixa qualificació;;89,4
2018;Riudecols;població amb estudis baixos;;95,8
2018;Riudecols;població jove sense estudis postobligatoris;;102,6
2018;Riudecols;estrangers de països de renda baixa o mitjana;;92,9
2018;Riudecols;renda mitjana per persona;;97,1
2018;Riudellots de la Selva;població ocupada;;128,7
2018;Riudellots de la Selva;treballadors de baixa qualificació;;102,4
2018;Riudellots de la Selva;població amb estudis baixos;;83,1
2018;Riudellots de la Selva;població jove sense estudis postobligatoris;;99,7
2018;Riudellots de la Selva;estrangers de països de renda baixa o mitjana;;105,7
2018;Riudellots de la Selva;renda mitjana per persona;;102,8
2018;Riudoms;població ocupada;;100,5
2018;Riudoms;treballadors de baixa qualificació;;109,4
2018;Riudoms;població amb estudis baixos;;116,8
2018;Riudoms;població jove sense estudis postobligatoris;;111,8
2018;Riudoms;estrangers de països de renda baixa o mitjana;;102,9
2018;Riudoms;renda mitjana per persona;;90,0
2018;Riumors;població ocupada;;115,6
2018;Riumors;treballadors de baixa qualificació;..;null
2018;Riumors;població amb estudis baixos;;108,1
2018;Riumors;població jove sense estudis postobligatoris;..;null
2018;Riumors;estrangers de països de renda baixa o mitjana;;93,0
2018;Riumors;renda mitjana per persona;;94,7
2018;Roca del Vallès, la;població ocupada;;117,6
2018;Roca del Vallès, la;treballadors de baixa qualificació;;93,4
2018;Roca del Vallès, la;població amb estudis baixos;;91,0
2018;Roca del Vallès, la;població jove sense estudis postobligatoris;;93,0
2018;Roca del Vallès, la;estrangers de països de renda baixa o mitjana;;84,3
2018;Roca del Vallès, la;renda mitjana per persona;;105,2
2018;Rocafort de Queralt;població ocupada;;92,5
2018;Rocafort de Queralt;treballadors de baixa qualificació;..;null
2018;Rocafort de Queralt;població amb estudis baixos;;92,6
2018;Rocafort de Queralt;població jove sense estudis postobligatoris;..;null
2018;Rocafort de Queralt;estrangers de països de renda baixa o mitjana;;97,8
2018;Rocafort de Queralt;renda mitjana per persona;;98,8
2018;Roda de Berà;població ocupada;;88,4
2018;Roda de Berà;treballadors de baixa qualificació;;100,3
2018;Roda de Berà;població amb estudis baixos;;109,4
2018;Roda de Berà;població jove sense estudis postobligatoris;;120,2
2018;Roda de Berà;estrangers de països de renda baixa o mitjana;;95,8
2018;Roda de Berà;renda mitjana per persona;;92,3
2018;Roda de Ter;població ocupada;;114,8
2018;Roda de Ter;treballadors de baixa qualificació;;107,0
2018;Roda de Ter;població amb estudis baixos;;107,1
2018;Roda de Ter;població jove sense estudis postobligatoris;;111,2
2018;Roda de Ter;estrangers de països de renda baixa o mitjana;;96,0
2018;Roda de Ter;renda mitjana per persona;;96,5
2018;Rodonyà;població ocupada;;94,2
2018;Rodonyà;treballadors de baixa qualificació;..;null
2018;Rodonyà;població amb estudis baixos;;99,1
2018;Rodonyà;població jove sense estudis postobligatoris;..;null
2018;Rodonyà;estrangers de països de renda baixa o mitjana;;97,7
2018;Rodonyà;renda mitjana per persona;;86,9
2018;Roquetes;població ocupada;;96,4
2018;Roquetes;treballadors de baixa qualificació;;105,2
2018;Roquetes;població amb estudis baixos;;109,2
2018;Roquetes;població jove sense estudis postobligatoris;;106,9
2018;Roquetes;estrangers de països de renda baixa o mitjana;;103,5
2018;Roquetes;renda mitjana per persona;;88,2
2018;Roses;població ocupada;;80,7
2018;Roses;treballadors de baixa qualificació;;113,3
2018;Roses;població amb estudis baixos;;106,2
2018;Roses;població jove sense estudis postobligatoris;;119,6
2018;Roses;estrangers de països de renda baixa o mitjana;;115,8
2018;Roses;renda mitjana per persona;;85,7
2018;Rosselló;població ocupada;;106,7
2018;Rosselló;treballadors de baixa qualificació;;102,4
2018;Rosselló;població amb estudis baixos;;108,6
2018;Rosselló;població jove sense estudis postobligatoris;;116,4
2018;Rosselló;estrangers de països de renda baixa o mitjana;;103,7
2018;Rosselló;renda mitjana per persona;;92,9
2018;Rourell, el;població ocupada;;96,6
2018;Rourell, el;treballadors de baixa qualificació;..;null
2018;Rourell, el;població amb estudis baixos;;91,1
2018;Rourell, el;població jove sense estudis postobligatoris;..;null
2018;Rourell, el;estrangers de països de renda baixa o mitjana;;101,9
2018;Rourell, el;renda mitjana per persona;;91,9
2018;Rubí;població ocupada;;103,2
2018;Rubí;treballadors de baixa qualificació;;104,2
2018;Rubí;població amb estudis baixos;;95,5
2018;Rubí;població jove sense estudis postobligatoris;;106,0
2018;Rubí;estrangers de països de renda baixa o mitjana;;98,0
2018;Rubí;renda mitjana per persona;;94,4
2018;Rubió;població ocupada;;110,3
2018;Rubió;treballadors de baixa qualificació;..;null
2018;Rubió;població amb estudis baixos;;100,4
2018;Rubió;població jove sense estudis postobligatoris;..;null
2018;Rubió;estrangers de països de renda baixa o mitjana;;81,2
2018;Rubió;renda mitjana per persona;;99,0
2018;Rupià;població ocupada;;107,4
2018;Rupià;treballadors de baixa qualificació;..;null
2018;Rupià;població amb estudis baixos;;66,2
2018;Rupià;població jove sense estudis postobligatoris;..;null
2018;Rupià;estrangers de països de renda baixa o mitjana;;97,9
2018;Rupià;renda mitjana per persona;;110,4
2018;Rupit i Pruit;població ocupada;;124,4
2018;Rupit i Pruit;treballadors de baixa qualificació;..;null
2018;Rupit i Pruit;població amb estudis baixos;;108,8
2018;Rupit i Pruit;població jove sense estudis postobligatoris;..;null
2018;Rupit i Pruit;estrangers de països de renda baixa o mitjana;;84,4
2018;Rupit i Pruit;renda mitjana per persona;;100,8
2018;Sabadell;població ocupada;;100,6
2018;Sabadell;treballadors de baixa qualificació;;99,9
2018;Sabadell;població amb estudis baixos;;105,0
2018;Sabadell;població jove sense estudis postobligatoris;;104,7
2018;Sabadell;estrangers de països de renda baixa o mitjana;;98,8
2018;Sabadell;renda mitjana per persona;;97,4
2018;Sagàs;població ocupada;;125,7
2018;Sagàs;treballadors de baixa qualificació;..;null
2018;Sagàs;població amb estudis baixos;;76,0
2018;Sagàs;població jove sense estudis postobligatoris;..;null
2018;Sagàs;estrangers de països de renda baixa o mitjana;;81,1
2018;Sagàs;renda mitjana per persona;;100,7
2018;Salàs de Pallars;població ocupada;;126,0
2018;Salàs de Pallars;treballadors de baixa qualificació;..;null
2018;Salàs de Pallars;població amb estudis baixos;;101,0
2018;Salàs de Pallars;població jove sense estudis postobligatoris;..;null
2018;Salàs de Pallars;estrangers de països de renda baixa o mitjana;;97,1
2018;Salàs de Pallars;renda mitjana per persona;;104,5
2018;Saldes;població ocupada;;98,7
2018;Saldes;treballadors de baixa qualificació;..;null
2018;Saldes;població amb estudis baixos;;110,5
2018;Saldes;població jove sense estudis postobligatoris;..;null
2018;Saldes;estrangers de països de renda baixa o mitjana;;79,4
2018;Saldes;renda mitjana per persona;;126,5
2018;Sales de Llierca;població ocupada;;90,9
2018;Sales de Llierca;treballadors de baixa qualificació;..;null
2018;Sales de Llierca;població amb estudis baixos;;63,4
2018;Sales de Llierca;població jove sense estudis postobligatoris;..;null
2018;Sales de Llierca;estrangers de països de renda baixa o mitjana;;78,7
2018;Sales de Llierca;renda mitjana per persona;;89,3
2018;Sallent;població ocupada;;97,7
2018;Sallent;treballadors de baixa qualificació;;107,3
2018;Sallent;població amb estudis baixos;;100,1
2018;Sallent;població jove sense estudis postobligatoris;;102,1
2018;Sallent;estrangers de països de renda baixa o mitjana;;88,5
2018;Sallent;renda mitjana per persona;;98,6
2018;Salomó;població ocupada;;97,8
2018;Salomó;treballadors de baixa qualificació;..;null
2018;Salomó;població amb estudis baixos;;110,2
2018;Salomó;població jove sense estudis postobligatoris;..;null
2018;Salomó;estrangers de països de renda baixa o mitjana;;125,9
2018;Salomó;renda mitjana per persona;;89,7
2018;Salou;població ocupada;;78,2
2018;Salou;treballadors de baixa qualificació;;92,3
2018;Salou;població amb estudis baixos;;94,1
2018;Salou;població jove sense estudis postobligatoris;;111,4
2018;Salou;estrangers de països de renda baixa o mitjana;;130,7
2018;Salou;renda mitjana per persona;;90,1
2018;Salt;població ocupada;;79,1
2018;Salt;treballadors de baixa qualificació;;133,7
2018;Salt;població amb estudis baixos;;130,9
2018;Salt;població jove sense estudis postobligatoris;;129,3
2018;Salt;estrangers de països de renda baixa o mitjana;;152,1
2018;Salt;renda mitjana per persona;;79,2
2018;Sanaüja;població ocupada;;124,5
2018;Sanaüja;treballadors de baixa qualificació;..;null
2018;Sanaüja;població amb estudis baixos;;124,0
2018;Sanaüja;població jove sense estudis postobligatoris;..;null
2018;Sanaüja;estrangers de països de renda baixa o mitjana;;87,3
2018;Sanaüja;renda mitjana per persona;;98,1
2018;Sant Adrià de Besòs;població ocupada;;88,4
2018;Sant Adrià de Besòs;treballadors de baixa qualificació;;108,7
2018;Sant Adrià de Besòs;població amb estudis baixos;;107,9
2018;Sant Adrià de Besòs;població jove sense estudis postobligatoris;;118,2
2018;Sant Adrià de Besòs;estrangers de països de renda baixa o mitjana;;101,0
2018;Sant Adrià de Besòs;renda mitjana per persona;;87,4
2018;Sant Agustí de Lluçanès;població ocupada;;146,1
2018;Sant Agustí de Lluçanès;treballadors de baixa qualificació;..;null
2018;Sant Agustí de Lluçanès;població amb estudis baixos;;91,9
2018;Sant Agustí de Lluçanès;població jove sense estudis postobligatoris;..;null
2018;Sant Agustí de Lluçanès;estrangers de països de renda baixa o mitjana;;80,9
2018;Sant Agustí de Lluçanès;renda mitjana per persona;;107,3
2018;Sant Andreu de la Barca;població ocupada;;109,1
2018;Sant Andreu de la Barca;treballadors de baixa qualificació;;103,9
2018;Sant Andreu de la Barca;població amb estudis baixos;;99,5
2018;Sant Andreu de la Barca;població jove sense estudis postobligatoris;;103,0
2018;Sant Andreu de la Barca;estrangers de països de renda baixa o mitjana;;95,2
2018;Sant Andreu de la Barca;renda mitjana per persona;;96,3
2018;Sant Andreu de Llavaneres;població ocupada;;101,0
2018;Sant Andreu de Llavaneres;treballadors de baixa qualificació;;86,2
2018;Sant Andreu de Llavaneres;població amb estudis baixos;;79,7
2018;Sant Andreu de Llavaneres;població jove sense estudis postobligatoris;;87,3
2018;Sant Andreu de Llavaneres;estrangers de països de renda baixa o mitjana;;91,1
2018;Sant Andreu de Llavaneres;renda mitjana per persona;;113,3
2018;Sant Andreu Salou;població ocupada;;136,0
2018;Sant Andreu Salou;treballadors de baixa qualificació;..;null
