mes,comarques i Aran,concepte,sexe,estat,valor
09/2021,Conca de Barberà,persones vacunades amb primera dosi,total,,15082
09/2021,Conca de Barberà,persones vacunades amb segona dosi,homes,,6442
09/2021,Conca de Barberà,persones vacunades amb segona dosi,dones,,6775
09/2021,Conca de Barberà,persones vacunades amb segona dosi,total,,13217
09/2021,Conca de Barberà,persones vacunades amb dosi addicional,homes,,66
09/2021,Conca de Barberà,persones vacunades amb dosi addicional,dones,,194
09/2021,Conca de Barberà,persones vacunades amb dosi addicional,total,,260
09/2021,Conca de Barberà,dosis administrades per cada 100 persones,homes,,137.6
09/2021,Conca de Barberà,dosis administrades per cada 100 persones,dones,,151.0
09/2021,Conca de Barberà,dosis administrades per cada 100 persones,total,,144.2
09/2021,Conca de Barberà,població vacunada amb primera dosi (%),homes,,73.6
09/2021,Conca de Barberà,població vacunada amb primera dosi (%),dones,,78.8
09/2021,Conca de Barberà,població vacunada amb primera dosi (%),total,,76.1
09/2021,Conca de Barberà,població vacunada amb segona dosi (%),homes,,63.4
09/2021,Conca de Barberà,població vacunada amb segona dosi (%),dones,,70.2
09/2021,Conca de Barberà,població vacunada amb segona dosi (%),total,,66.7
09/2021,Conca de Barberà,població vacunada amb dosi addicional (%),homes,,0.6
09/2021,Conca de Barberà,població vacunada amb dosi addicional (%),dones,,2.0
09/2021,Conca de Barberà,població vacunada amb dosi addicional (%),total,,1.3
09/2021,Garraf,dosis administrades,homes,,103672
09/2021,Garraf,dosis administrades,dones,,111136
09/2021,Garraf,dosis administrades,total,,214808
09/2021,Garraf,persones vacunades amb primera dosi,homes,,55245
09/2021,Garraf,persones vacunades amb primera dosi,dones,,58507
09/2021,Garraf,persones vacunades amb primera dosi,total,,113752
09/2021,Garraf,persones vacunades amb segona dosi,homes,,48091
09/2021,Garraf,persones vacunades amb segona dosi,dones,,51962
09/2021,Garraf,persones vacunades amb segona dosi,total,,100053
09/2021,Garraf,persones vacunades amb dosi addicional,homes,,336
09/2021,Garraf,persones vacunades amb dosi addicional,dones,,667
09/2021,Garraf,persones vacunades amb dosi addicional,total,,1003
09/2021,Garraf,dosis administrades per cada 100 persones,homes,,140.2
09/2021,Garraf,dosis administrades per cada 100 persones,dones,,145.8
09/2021,Garraf,dosis administrades per cada 100 persones,total,,143.0
09/2021,Garraf,població vacunada amb primera dosi (%),homes,,74.7
09/2021,Garraf,població vacunada amb primera dosi (%),dones,,76.8
09/2021,Garraf,població vacunada amb primera dosi (%),total,,75.8
09/2021,Garraf,població vacunada amb segona dosi (%),homes,,65.0
09/2021,Garraf,població vacunada amb segona dosi (%),dones,,68.2
09/2021,Garraf,població vacunada amb segona dosi (%),total,,66.6
09/2021,Garraf,població vacunada amb dosi addicional (%),homes,,0.5
09/2021,Garraf,població vacunada amb dosi addicional (%),dones,,0.9
09/2021,Garraf,població vacunada amb dosi addicional (%),total,,0.7
09/2021,Garrigues,dosis administrades,homes,,13854
09/2021,Garrigues,dosis administrades,dones,,13343
09/2021,Garrigues,dosis administrades,total,,27197
09/2021,Garrigues,persones vacunades amb primera dosi,homes,,7342
09/2021,Garrigues,persones vacunades amb primera dosi,dones,,6892
09/2021,Garrigues,persones vacunades amb primera dosi,total,,14234
09/2021,Garrigues,persones vacunades amb segona dosi,homes,,6455
09/2021,Garrigues,persones vacunades amb segona dosi,dones,,6274
09/2021,Garrigues,persones vacunades amb segona dosi,total,,12729
09/2021,Garrigues,persones vacunades amb dosi addicional,homes,,57
09/2021,Garrigues,persones vacunades amb dosi addicional,dones,,177
09/2021,Garrigues,persones vacunades amb dosi addicional,total,,234
09/2021,Garrigues,dosis administrades per cada 100 persones,homes,,139.7
09/2021,Garrigues,dosis administrades per cada 100 persones,dones,,147.2
09/2021,Garrigues,dosis administrades per cada 100 persones,total,,143.3
09/2021,Garrigues,població vacunada amb primera dosi (%),homes,,74.0
09/2021,Garrigues,població vacunada amb primera dosi (%),dones,,76.0
09/2021,Garrigues,població vacunada amb primera dosi (%),total,,75.0
09/2021,Garrigues,població vacunada amb segona dosi (%),homes,,65.1
09/2021,Garrigues,població vacunada amb segona dosi (%),dones,,69.2
09/2021,Garrigues,població vacunada amb segona dosi (%),total,,67.1
09/2021,Garrigues,població vacunada amb dosi addicional (%),homes,,0.6
09/2021,Garrigues,població vacunada amb dosi addicional (%),dones,,2.0
09/2021,Garrigues,població vacunada amb dosi addicional (%),total,,1.2
09/2021,Garrotxa,dosis administrades,homes,,38490
09/2021,Garrotxa,dosis administrades,dones,,40626
09/2021,Garrotxa,dosis administrades,total,,79116
09/2021,Garrotxa,persones vacunades amb primera dosi,homes,,21192
09/2021,Garrotxa,persones vacunades amb primera dosi,dones,,21864
09/2021,Garrotxa,persones vacunades amb primera dosi,total,,43056
09/2021,Garrotxa,persones vacunades amb segona dosi,homes,,17185
09/2021,Garrotxa,persones vacunades amb segona dosi,dones,,18528
09/2021,Garrotxa,persones vacunades amb segona dosi,total,,35713
09/2021,Garrotxa,persones vacunades amb dosi addicional,homes,,113
09/2021,Garrotxa,persones vacunades amb dosi addicional,dones,,234
09/2021,Garrotxa,persones vacunades amb dosi addicional,total,,347
09/2021,Garrotxa,dosis administrades per cada 100 persones,homes,,134.0
09/2021,Garrotxa,dosis administrades per cada 100 persones,dones,,141.2
09/2021,Garrotxa,dosis administrades per cada 100 persones,total,,137.6
09/2021,Garrotxa,població vacunada amb primera dosi (%),homes,,73.8
09/2021,Garrotxa,població vacunada amb primera dosi (%),dones,,76.0
09/2021,Garrotxa,població vacunada amb primera dosi (%),total,,74.9
09/2021,Garrotxa,població vacunada amb segona dosi (%),homes,,59.8
09/2021,Garrotxa,població vacunada amb segona dosi (%),dones,,64.4
09/2021,Garrotxa,població vacunada amb segona dosi (%),total,,62.1
09/2021,Garrotxa,població vacunada amb dosi addicional (%),homes,,0.4
09/2021,Garrotxa,població vacunada amb dosi addicional (%),dones,,0.8
09/2021,Garrotxa,població vacunada amb dosi addicional (%),total,,0.6
09/2021,Gironès,dosis administrades,homes,,125410
09/2021,Gironès,dosis administrades,dones,,136908
09/2021,Gironès,dosis administrades,total,,262318
09/2021,Gironès,persones vacunades amb primera dosi,homes,,69089
09/2021,Gironès,persones vacunades amb primera dosi,dones,,73828
09/2021,Gironès,persones vacunades amb primera dosi,total,,142917
09/2021,Gironès,persones vacunades amb segona dosi,homes,,55901
09/2021,Gironès,persones vacunades amb segona dosi,dones,,62383
09/2021,Gironès,persones vacunades amb segona dosi,total,,118284
09/2021,Gironès,persones vacunades amb dosi addicional,homes,,420
09/2021,Gironès,persones vacunades amb dosi addicional,dones,,697
09/2021,Gironès,persones vacunades amb dosi addicional,total,,1117
09/2021,Gironès,dosis administrades per cada 100 persones,homes,,133.0
09/2021,Gironès,dosis administrades per cada 100 persones,dones,,140.9
09/2021,Gironès,dosis administrades per cada 100 persones,total,,137.0
09/2021,Gironès,població vacunada amb primera dosi (%),homes,,73.3
09/2021,Gironès,població vacunada amb primera dosi (%),dones,,76.0
09/2021,Gironès,població vacunada amb primera dosi (%),total,,74.6
09/2021,Gironès,població vacunada amb segona dosi (%),homes,,59.3
09/2021,Gironès,població vacunada amb segona dosi (%),dones,,64.2
09/2021,Gironès,població vacunada amb segona dosi (%),total,,61.8
09/2021,Gironès,població vacunada amb dosi addicional (%),homes,,0.4
09/2021,Gironès,població vacunada amb dosi addicional (%),dones,,0.7
09/2021,Gironès,població vacunada amb dosi addicional (%),total,,0.6
09/2021,Maresme,dosis administrades,homes,,314156
09/2021,Maresme,dosis administrades,dones,,341479
09/2021,Maresme,dosis administrades,total,,655635
09/2021,Maresme,persones vacunades amb primera dosi,homes,,168535
09/2021,Maresme,persones vacunades amb primera dosi,dones,,179625
09/2021,Maresme,persones vacunades amb primera dosi,total,,348160
09/2021,Maresme,persones vacunades amb segona dosi,homes,,144168
09/2021,Maresme,persones vacunades amb segona dosi,dones,,158577
09/2021,Maresme,persones vacunades amb segona dosi,total,,302745
09/2021,Maresme,persones vacunades amb dosi addicional,homes,,1453
09/2021,Maresme,persones vacunades amb dosi addicional,dones,,3277
09/2021,Maresme,persones vacunades amb dosi addicional,total,,4730
09/2021,Maresme,dosis administrades per cada 100 persones,homes,,140.7
09/2021,Maresme,dosis administrades per cada 100 persones,dones,,148.5
09/2021,Maresme,dosis administrades per cada 100 persones,total,,144.7
09/2021,Maresme,població vacunada amb primera dosi (%),homes,,75.5
09/2021,Maresme,població vacunada amb primera dosi (%),dones,,78.1
09/2021,Maresme,població vacunada amb primera dosi (%),total,,76.8
09/2021,Maresme,població vacunada amb segona dosi (%),homes,,64.6
09/2021,Maresme,població vacunada amb segona dosi (%),dones,,69.0
09/2021,Maresme,població vacunada amb segona dosi (%),total,,66.8
09/2021,Maresme,població vacunada amb dosi addicional (%),homes,,0.7
09/2021,Maresme,població vacunada amb dosi addicional (%),dones,,1.4
09/2021,Maresme,població vacunada amb dosi addicional (%),total,,1.0
09/2021,Moianès,dosis administrades,homes,,9131
09/2021,Moianès,dosis administrades,dones,,9515
09/2021,Moianès,dosis administrades,total,,18646
09/2021,Moianès,persones vacunades amb primera dosi,homes,,5001
09/2021,Moianès,persones vacunades amb primera dosi,dones,,5026
09/2021,Moianès,persones vacunades amb primera dosi,total,,10027
09/2021,Moianès,persones vacunades amb segona dosi,homes,,4040
09/2021,Moianès,persones vacunades amb segona dosi,dones,,4300
09/2021,Moianès,persones vacunades amb segona dosi,total,,8340
09/2021,Moianès,persones vacunades amb dosi addicional,homes,,90
09/2021,Moianès,persones vacunades amb dosi addicional,dones,,189
09/2021,Moianès,persones vacunades amb dosi addicional,total,,279
09/2021,Moianès,dosis administrades per cada 100 persones,homes,,128.7
09/2021,Moianès,dosis administrades per cada 100 persones,dones,,141.9
09/2021,Moianès,dosis administrades per cada 100 persones,total,,135.1
09/2021,Moianès,població vacunada amb primera dosi (%),homes,,70.5
09/2021,Moianès,població vacunada amb primera dosi (%),dones,,74.9
09/2021,Moianès,població vacunada amb primera dosi (%),total,,72.7
09/2021,Moianès,població vacunada amb segona dosi (%),homes,,56.9
09/2021,Moianès,població vacunada amb segona dosi (%),dones,,64.1
09/2021,Moianès,població vacunada amb segona dosi (%),total,,60.4
09/2021,Moianès,població vacunada amb dosi addicional (%),homes,,1.3
09/2021,Moianès,població vacunada amb dosi addicional (%),dones,,2.8
09/2021,Moianès,població vacunada amb dosi addicional (%),total,,2.0
09/2021,Montsià,dosis administrades,homes,,47135
09/2021,Montsià,dosis administrades,dones,,48641
09/2021,Montsià,dosis administrades,total,,95776
09/2021,Montsià,persones vacunades amb primera dosi,homes,,25105
09/2021,Montsià,persones vacunades amb primera dosi,dones,,25513
09/2021,Montsià,persones vacunades amb primera dosi,total,,50618
09/2021,Montsià,persones vacunades amb segona dosi,homes,,21816
09/2021,Montsià,persones vacunades amb segona dosi,dones,,22754
09/2021,Montsià,persones vacunades amb segona dosi,total,,44570
09/2021,Montsià,persones vacunades amb dosi addicional,homes,,214
09/2021,Montsià,persones vacunades amb dosi addicional,dones,,374
09/2021,Montsià,persones vacunades amb dosi addicional,total,,588
09/2021,Montsià,dosis administrades per cada 100 persones,homes,,135.1
09/2021,Montsià,dosis administrades per cada 100 persones,dones,,142.0
09/2021,Montsià,dosis administrades per cada 100 persones,total,,138.5
09/2021,Montsià,població vacunada amb primera dosi (%),homes,,71.9
09/2021,Montsià,població vacunada amb primera dosi (%),dones,,74.5
09/2021,Montsià,població vacunada amb primera dosi (%),total,,73.2
09/2021,Montsià,població vacunada amb segona dosi (%),homes,,62.5
09/2021,Montsià,població vacunada amb segona dosi (%),dones,,66.4
09/2021,Montsià,població vacunada amb segona dosi (%),total,,64.4
09/2021,Montsià,població vacunada amb dosi addicional (%),homes,,0.6
09/2021,Montsià,població vacunada amb dosi addicional (%),dones,,1.1
09/2021,Montsià,població vacunada amb dosi addicional (%),total,,0.9
09/2021,Noguera,dosis administrades,homes,,26275
09/2021,Noguera,dosis administrades,dones,,26360
09/2021,Noguera,dosis administrades,total,,52635
09/2021,Noguera,persones vacunades amb primera dosi,homes,,14449
09/2021,Noguera,persones vacunades amb primera dosi,dones,,13987
09/2021,Noguera,persones vacunades amb primera dosi,total,,28436
09/2021,Noguera,persones vacunades amb segona dosi,homes,,11687
09/2021,Noguera,persones vacunades amb segona dosi,dones,,12094
09/2021,Noguera,persones vacunades amb segona dosi,total,,23781
09/2021,Noguera,persones vacunades amb dosi addicional,homes,,139
09/2021,Noguera,persones vacunades amb dosi addicional,dones,,279
09/2021,Noguera,persones vacunades amb dosi addicional,total,,418
09/2021,Noguera,dosis administrades per cada 100 persones,homes,,131.6
09/2021,Noguera,dosis administrades per cada 100 persones,dones,,141.7
09/2021,Noguera,dosis administrades per cada 100 persones,total,,136.5
09/2021,Noguera,població vacunada amb primera dosi (%),homes,,72.4
09/2021,Noguera,població vacunada amb primera dosi (%),dones,,75.2
09/2021,Noguera,població vacunada amb primera dosi (%),total,,73.7
09/2021,Noguera,població vacunada amb segona dosi (%),homes,,58.5
09/2021,Noguera,població vacunada amb segona dosi (%),dones,,65.0
09/2021,Noguera,població vacunada amb segona dosi (%),total,,61.7
09/2021,Noguera,població vacunada amb dosi addicional (%),homes,,0.7
09/2021,Noguera,població vacunada amb dosi addicional (%),dones,,1.5
09/2021,Noguera,població vacunada amb dosi addicional (%),total,,1.1
09/2021,Osona,dosis administrades,homes,,109482
09/2021,Osona,dosis administrades,dones,,114523
09/2021,Osona,dosis administrades,total,,224005
09/2021,Osona,persones vacunades amb primera dosi,homes,,60209
09/2021,Osona,persones vacunades amb primera dosi,dones,,61278
09/2021,Osona,persones vacunades amb primera dosi,total,,121487
09/2021,Osona,persones vacunades amb segona dosi,homes,,48821
09/2021,Osona,persones vacunades amb segona dosi,dones,,52149
09/2021,Osona,persones vacunades amb segona dosi,total,,100970
09/2021,Osona,persones vacunades amb dosi addicional,homes,,452
09/2021,Osona,persones vacunades amb dosi addicional,dones,,1096
09/2021,Osona,persones vacunades amb dosi addicional,total,,1548
09/2021,Osona,dosis administrades per cada 100 persones,homes,,135.2
09/2021,Osona,dosis administrades per cada 100 persones,dones,,141.8
09/2021,Osona,dosis administrades per cada 100 persones,total,,138.5
09/2021,Osona,població vacunada amb primera dosi (%),homes,,74.4
09/2021,Osona,població vacunada amb primera dosi (%),dones,,75.9
09/2021,Osona,població vacunada amb primera dosi (%),total,,75.1
09/2021,Osona,població vacunada amb segona dosi (%),homes,,60.3
09/2021,Osona,població vacunada amb segona dosi (%),dones,,64.6
09/2021,Osona,població vacunada amb segona dosi (%),total,,62.4
09/2021,Osona,població vacunada amb dosi addicional (%),homes,,0.6
09/2021,Osona,població vacunada amb dosi addicional (%),dones,,1.4
09/2021,Osona,població vacunada amb dosi addicional (%),total,,1.0
09/2021,Pallars Jussà,dosis administrades,homes,,8780
