trimestre,Catalunya,sexe,edat,concepte,estat,valor
T4/2021,Catalunya,dones,de 15 a 19 anys,població vacunada amb dosi addicional (%),,0.9
T4/2021,Catalunya,dones,de 20 a 24 anys,dosis administrades,,312414
T4/2021,Catalunya,dones,de 20 a 24 anys,persones vacunades amb primera dosi,,165167
T4/2021,Catalunya,dones,de 20 a 24 anys,persones vacunades amb segona dosi,,133260
T4/2021,Catalunya,dones,de 20 a 24 anys,persones vacunades amb dosi addicional,,13987
T4/2021,Catalunya,dones,de 20 a 24 anys,dosis administrades per cada 100 persones,,163.5
T4/2021,Catalunya,dones,de 20 a 24 anys,població vacunada amb primera dosi (%),,86.4
T4/2021,Catalunya,dones,de 20 a 24 anys,població vacunada amb segona dosi (%),,69.7
T4/2021,Catalunya,dones,de 20 a 24 anys,població vacunada amb dosi addicional (%),,7.3
T4/2021,Catalunya,dones,de 25 a 29 anys,dosis administrades,,335561
T4/2021,Catalunya,dones,de 25 a 29 anys,persones vacunades amb primera dosi,,173738
T4/2021,Catalunya,dones,de 25 a 29 anys,persones vacunades amb segona dosi,,142285
T4/2021,Catalunya,dones,de 25 a 29 anys,persones vacunades amb dosi addicional,,19538
T4/2021,Catalunya,dones,de 25 a 29 anys,dosis administrades per cada 100 persones,,155.3
T4/2021,Catalunya,dones,de 25 a 29 anys,població vacunada amb primera dosi (%),,80.4
T4/2021,Catalunya,dones,de 25 a 29 anys,població vacunada amb segona dosi (%),,65.9
T4/2021,Catalunya,dones,de 25 a 29 anys,població vacunada amb dosi addicional (%),,9.0
T4/2021,Catalunya,dones,de 30 a 34 anys,dosis administrades,,374995
T4/2021,Catalunya,dones,de 30 a 34 anys,persones vacunades amb primera dosi,,192984
T4/2021,Catalunya,dones,de 30 a 34 anys,persones vacunades amb segona dosi,,162550
T4/2021,Catalunya,dones,de 30 a 34 anys,persones vacunades amb dosi addicional,,19461
T4/2021,Catalunya,dones,de 30 a 34 anys,dosis administrades per cada 100 persones,,159.5
T4/2021,Catalunya,dones,de 30 a 34 anys,població vacunada amb primera dosi (%),,82.1
T4/2021,Catalunya,dones,de 30 a 34 anys,població vacunada amb segona dosi (%),,69.1
T4/2021,Catalunya,dones,de 30 a 34 anys,població vacunada amb dosi addicional (%),,8.3
T4/2021,Catalunya,dones,de 35 a 39 anys,dosis administrades,,443739
T4/2021,Catalunya,dones,de 35 a 39 anys,persones vacunades amb primera dosi,,226296
T4/2021,Catalunya,dones,de 35 a 39 anys,persones vacunades amb segona dosi,,194358
T4/2021,Catalunya,dones,de 35 a 39 anys,persones vacunades amb dosi addicional,,23085
T4/2021,Catalunya,dones,de 35 a 39 anys,dosis administrades per cada 100 persones,,161.7
T4/2021,Catalunya,dones,de 35 a 39 anys,població vacunada amb primera dosi (%),,82.4
T4/2021,Catalunya,dones,de 35 a 39 anys,població vacunada amb segona dosi (%),,70.8
T4/2021,Catalunya,dones,de 35 a 39 anys,població vacunada amb dosi addicional (%),,8.4
T4/2021,Catalunya,dones,de 40 a 44 anys,dosis administrades,,558630
T4/2021,Catalunya,dones,de 40 a 44 anys,persones vacunades amb primera dosi,,283199
T4/2021,Catalunya,dones,de 40 a 44 anys,persones vacunades amb segona dosi,,241388
T4/2021,Catalunya,dones,de 40 a 44 anys,persones vacunades amb dosi addicional,,34043
T4/2021,Catalunya,dones,de 40 a 44 anys,dosis administrades per cada 100 persones,,171.5
T4/2021,Catalunya,dones,de 40 a 44 anys,població vacunada amb primera dosi (%),,87.0
T4/2021,Catalunya,dones,de 40 a 44 anys,població vacunada amb segona dosi (%),,74.1
T4/2021,Catalunya,dones,de 40 a 44 anys,població vacunada amb dosi addicional (%),,10.5
T4/2021,Catalunya,dones,de 45 a 49 anys,dosis administrades,,594647
T4/2021,Catalunya,dones,de 45 a 49 anys,persones vacunades amb primera dosi,,293653
T4/2021,Catalunya,dones,de 45 a 49 anys,persones vacunades amb segona dosi,,258912
T4/2021,Catalunya,dones,de 45 a 49 anys,persones vacunades amb dosi addicional,,42082
T4/2021,Catalunya,dones,de 45 a 49 anys,dosis administrades per cada 100 persones,,189.8
T4/2021,Catalunya,dones,de 45 a 49 anys,població vacunada amb primera dosi (%),,93.7
T4/2021,Catalunya,dones,de 45 a 49 anys,població vacunada amb segona dosi (%),,82.7
T4/2021,Catalunya,dones,de 45 a 49 anys,població vacunada amb dosi addicional (%),,13.4
T4/2021,Catalunya,dones,de 50 a 54 anys,dosis administrades,,569550
T4/2021,Catalunya,dones,de 50 a 54 anys,persones vacunades amb primera dosi,,266659
T4/2021,Catalunya,dones,de 50 a 54 anys,persones vacunades amb segona dosi,,242497
T4/2021,Catalunya,dones,de 50 a 54 anys,persones vacunades amb dosi addicional,,60394
T4/2021,Catalunya,dones,de 50 a 54 anys,dosis administrades per cada 100 persones,,199.9
T4/2021,Catalunya,dones,de 50 a 54 anys,població vacunada amb primera dosi (%),,93.6
T4/2021,Catalunya,dones,de 50 a 54 anys,població vacunada amb segona dosi (%),,85.1
T4/2021,Catalunya,dones,de 50 a 54 anys,població vacunada amb dosi addicional (%),,21.2
T4/2021,Catalunya,dones,de 55 a 59 anys,dosis administrades,,553547
T4/2021,Catalunya,dones,de 55 a 59 anys,persones vacunades amb primera dosi,,247032
T4/2021,Catalunya,dones,de 55 a 59 anys,persones vacunades amb segona dosi,,227443
T4/2021,Catalunya,dones,de 55 a 59 anys,persones vacunades amb dosi addicional,,79072
T4/2021,Catalunya,dones,de 55 a 59 anys,dosis administrades per cada 100 persones,,212.1
T4/2021,Catalunya,dones,de 55 a 59 anys,població vacunada amb primera dosi (%),,94.7
T4/2021,Catalunya,dones,de 55 a 59 anys,població vacunada amb segona dosi (%),,87.2
T4/2021,Catalunya,dones,de 55 a 59 anys,població vacunada amb dosi addicional (%),,30.3
T4/2021,Catalunya,dones,de 60 a 64 anys,dosis administrades,,580382
T4/2021,Catalunya,dones,de 60 a 64 anys,persones vacunades amb primera dosi,,222726
T4/2021,Catalunya,dones,de 60 a 64 anys,persones vacunades amb segona dosi,,208317
T4/2021,Catalunya,dones,de 60 a 64 anys,persones vacunades amb dosi addicional,,149339
T4/2021,Catalunya,dones,de 60 a 64 anys,dosis administrades per cada 100 persones,,248.2
T4/2021,Catalunya,dones,de 60 a 64 anys,població vacunada amb primera dosi (%),,95.2
T4/2021,Catalunya,dones,de 60 a 64 anys,població vacunada amb segona dosi (%),,89.1
T4/2021,Catalunya,dones,de 60 a 64 anys,població vacunada amb dosi addicional (%),,63.9
T4/2021,Catalunya,dones,de 65 a 69 anys,dosis administrades,,519744
T4/2021,Catalunya,dones,de 65 a 69 anys,persones vacunades amb primera dosi,,191016
T4/2021,Catalunya,dones,de 65 a 69 anys,persones vacunades amb segona dosi,,187687
T4/2021,Catalunya,dones,de 65 a 69 anys,persones vacunades amb dosi addicional,,141041
T4/2021,Catalunya,dones,de 65 a 69 anys,dosis administrades per cada 100 persones,,255.5
T4/2021,Catalunya,dones,de 65 a 69 anys,població vacunada amb primera dosi (%),,93.9
T4/2021,Catalunya,dones,de 65 a 69 anys,població vacunada amb segona dosi (%),,92.3
T4/2021,Catalunya,dones,de 65 a 69 anys,població vacunada amb dosi addicional (%),,69.3
T4/2021,Catalunya,dones,de 70 a 74 anys,dosis administrades,,507189
T4/2021,Catalunya,dones,de 70 a 74 anys,persones vacunades amb primera dosi,,182003
T4/2021,Catalunya,dones,de 70 a 74 anys,persones vacunades amb segona dosi,,180612
T4/2021,Catalunya,dones,de 70 a 74 anys,persones vacunades amb dosi addicional,,144574
T4/2021,Catalunya,dones,de 70 a 74 anys,dosis administrades per cada 100 persones,,263.1
T4/2021,Catalunya,dones,de 70 a 74 anys,població vacunada amb primera dosi (%),,94.4
T4/2021,Catalunya,dones,de 70 a 74 anys,població vacunada amb segona dosi (%),,93.7
T4/2021,Catalunya,dones,de 70 a 74 anys,població vacunada amb dosi addicional (%),,75.0
T4/2021,Catalunya,dones,de 75 a 79 anys,dosis administrades,,439605
T4/2021,Catalunya,dones,de 75 a 79 anys,persones vacunades amb primera dosi,,152231
T4/2021,Catalunya,dones,de 75 a 79 anys,persones vacunades amb segona dosi,,151849
T4/2021,Catalunya,dones,de 75 a 79 anys,persones vacunades amb dosi addicional,,135525
T4/2021,Catalunya,dones,de 75 a 79 anys,dosis administrades per cada 100 persones,,284.3
T4/2021,Catalunya,dones,de 75 a 79 anys,població vacunada amb primera dosi (%),,98.5
T4/2021,Catalunya,dones,de 75 a 79 anys,població vacunada amb segona dosi (%),,98.2
T4/2021,Catalunya,dones,de 75 a 79 anys,població vacunada amb dosi addicional (%),,87.7
T4/2021,Catalunya,dones,80 anys o més,dosis administrades,,784697
T4/2021,Catalunya,dones,80 anys o més,persones vacunades amb primera dosi,,271766
T4/2021,Catalunya,dones,80 anys o més,persones vacunades amb segona dosi,,270056
T4/2021,Catalunya,dones,80 anys o més,persones vacunades amb dosi addicional,,242875
T4/2021,Catalunya,dones,80 anys o més,dosis administrades per cada 100 persones,,276.3
T4/2021,Catalunya,dones,80 anys o més,població vacunada amb primera dosi (%),,95.7
T4/2021,Catalunya,dones,80 anys o més,població vacunada amb segona dosi (%),,95.1
T4/2021,Catalunya,dones,80 anys o més,població vacunada amb dosi addicional (%),,85.5
T4/2021,Catalunya,dones,total,dosis administrades,,7172472
T4/2021,Catalunya,dones,total,persones vacunades amb primera dosi,,3227235
T4/2021,Catalunya,dones,total,persones vacunades amb segona dosi,,2838166
T4/2021,Catalunya,dones,total,persones vacunades amb dosi addicional,,1107071
T4/2021,Catalunya,dones,total,dosis administrades per cada 100 persones,,182.3
T4/2021,Catalunya,dones,total,població vacunada amb primera dosi (%),,82.0
T4/2021,Catalunya,dones,total,població vacunada amb segona dosi (%),,72.1
T4/2021,Catalunya,dones,total,població vacunada amb dosi addicional (%),,28.1
T4/2021,Catalunya,total,de 0 a 11 anys,dosis administrades,,132583
T4/2021,Catalunya,total,de 0 a 11 anys,persones vacunades amb primera dosi,,132372
T4/2021,Catalunya,total,de 0 a 11 anys,persones vacunades amb segona dosi,,210
T4/2021,Catalunya,total,de 0 a 11 anys,persones vacunades amb dosi addicional,,1
T4/2021,Catalunya,total,de 0 a 11 anys,dosis administrades per cada 100 persones,,14.4
T4/2021,Catalunya,total,de 0 a 11 anys,població vacunada amb primera dosi (%),,14.3
T4/2021,Catalunya,total,de 0 a 11 anys,població vacunada amb segona dosi (%),,0.0
T4/2021,Catalunya,total,de 0 a 11 anys,població vacunada amb dosi addicional (%),,0.0
T4/2021,Catalunya,total,de 12 a 14 anys,dosis administrades,,425316
T4/2021,Catalunya,total,de 12 a 14 anys,persones vacunades amb primera dosi,,235059
T4/2021,Catalunya,total,de 12 a 14 anys,persones vacunades amb segona dosi,,189837
T4/2021,Catalunya,total,de 12 a 14 anys,persones vacunades amb dosi addicional,,420
T4/2021,Catalunya,total,de 12 a 14 anys,dosis administrades per cada 100 persones,,166.2
T4/2021,Catalunya,total,de 12 a 14 anys,població vacunada amb primera dosi (%),,91.9
T4/2021,Catalunya,total,de 12 a 14 anys,població vacunada amb segona dosi (%),,74.2
T4/2021,Catalunya,total,de 12 a 14 anys,població vacunada amb dosi addicional (%),,0.2
T4/2021,Catalunya,total,de 15 a 19 anys,dosis administrades,,664320
T4/2021,Catalunya,total,de 15 a 19 anys,persones vacunades amb primera dosi,,367865
T4/2021,Catalunya,total,de 15 a 19 anys,persones vacunades amb segona dosi,,293626
T4/2021,Catalunya,total,de 15 a 19 anys,persones vacunades amb dosi addicional,,2829
T4/2021,Catalunya,total,de 15 a 19 anys,dosis administrades per cada 100 persones,,164.5
T4/2021,Catalunya,total,de 15 a 19 anys,població vacunada amb primera dosi (%),,91.1
T4/2021,Catalunya,total,de 15 a 19 anys,població vacunada amb segona dosi (%),,72.7
T4/2021,Catalunya,total,de 15 a 19 anys,població vacunada amb dosi addicional (%),,0.7
T4/2021,Catalunya,total,de 20 a 24 anys,dosis administrades,,615463
T4/2021,Catalunya,total,de 20 a 24 anys,persones vacunades amb primera dosi,,333669
T4/2021,Catalunya,total,de 20 a 24 anys,persones vacunades amb segona dosi,,262585
T4/2021,Catalunya,total,de 20 a 24 anys,persones vacunades amb dosi addicional,,19209
T4/2021,Catalunya,total,de 20 a 24 anys,dosis administrades per cada 100 persones,,155.4
T4/2021,Catalunya,total,de 20 a 24 anys,població vacunada amb primera dosi (%),,84.2
T4/2021,Catalunya,total,de 20 a 24 anys,població vacunada amb segona dosi (%),,66.3
T4/2021,Catalunya,total,de 20 a 24 anys,població vacunada amb dosi addicional (%),,4.8
T4/2021,Catalunya,total,de 25 a 29 anys,dosis administrades,,652041
T4/2021,Catalunya,total,de 25 a 29 anys,persones vacunades amb primera dosi,,346604
T4/2021,Catalunya,total,de 25 a 29 anys,persones vacunades amb segona dosi,,277879
T4/2021,Catalunya,total,de 25 a 29 anys,persones vacunades amb dosi addicional,,27558
T4/2021,Catalunya,total,de 25 a 29 anys,dosis administrades per cada 100 persones,,149.2
T4/2021,Catalunya,total,de 25 a 29 anys,població vacunada amb primera dosi (%),,79.3
T4/2021,Catalunya,total,de 25 a 29 anys,població vacunada amb segona dosi (%),,63.6
T4/2021,Catalunya,total,de 25 a 29 anys,població vacunada amb dosi addicional (%),,6.3
T4/2021,Catalunya,total,de 30 a 34 anys,dosis administrades,,728621
T4/2021,Catalunya,total,de 30 a 34 anys,persones vacunades amb primera dosi,,382151
T4/2021,Catalunya,total,de 30 a 34 anys,persones vacunades amb segona dosi,,317347
T4/2021,Catalunya,total,de 30 a 34 anys,persones vacunades amb dosi addicional,,29123
T4/2021,Catalunya,total,de 30 a 34 anys,dosis administrades per cada 100 persones,,156.3
T4/2021,Catalunya,total,de 30 a 34 anys,població vacunada amb primera dosi (%),,82.0
T4/2021,Catalunya,total,de 30 a 34 anys,població vacunada amb segona dosi (%),,68.1
T4/2021,Catalunya,total,de 30 a 34 anys,població vacunada amb dosi addicional (%),,6.2
T4/2021,Catalunya,total,de 35 a 39 anys,dosis administrades,,865848
T4/2021,Catalunya,total,de 35 a 39 anys,persones vacunades amb primera dosi,,449375
T4/2021,Catalunya,total,de 35 a 39 anys,persones vacunades amb segona dosi,,382078
T4/2021,Catalunya,total,de 35 a 39 anys,persones vacunades amb dosi addicional,,34395
T4/2021,Catalunya,total,de 35 a 39 anys,dosis administrades per cada 100 persones,,158.8
T4/2021,Catalunya,total,de 35 a 39 anys,població vacunada amb primera dosi (%),,82.4
T4/2021,Catalunya,total,de 35 a 39 anys,població vacunada amb segona dosi (%),,70.1
T4/2021,Catalunya,total,de 35 a 39 anys,població vacunada amb dosi addicional (%),,6.3
T4/2021,Catalunya,total,de 40 a 44 anys,dosis administrades,,1099703
T4/2021,Catalunya,total,de 40 a 44 anys,persones vacunades amb primera dosi,,570687
T4/2021,Catalunya,total,de 40 a 44 anys,persones vacunades amb segona dosi,,477527
T4/2021,Catalunya,total,de 40 a 44 anys,persones vacunades amb dosi addicional,,51489
T4/2021,Catalunya,total,de 40 a 44 anys,dosis administrades per cada 100 persones,,166.6
T4/2021,Catalunya,total,de 40 a 44 anys,població vacunada amb primera dosi (%),,86.4
T4/2021,Catalunya,total,de 40 a 44 anys,població vacunada amb segona dosi (%),,72.3
T4/2021,Catalunya,total,de 40 a 44 anys,població vacunada amb dosi addicional (%),,7.8
T4/2021,Catalunya,total,de 45 a 49 anys,dosis administrades,,1187355
T4/2021,Catalunya,total,de 45 a 49 anys,persones vacunades amb primera dosi,,598225
T4/2021,Catalunya,total,de 45 a 49 anys,persones vacunades amb segona dosi,,520821
T4/2021,Catalunya,total,de 45 a 49 anys,persones vacunades amb dosi addicional,,68309
T4/2021,Catalunya,total,de 45 a 49 anys,dosis administrades per cada 100 persones,,186.3
T4/2021,Catalunya,total,de 45 a 49 anys,població vacunada amb primera dosi (%),,93.9
T4/2021,Catalunya,total,de 45 a 49 anys,població vacunada amb segona dosi (%),,81.7
T4/2021,Catalunya,total,de 45 a 49 anys,població vacunada amb dosi addicional (%),,10.7
T4/2021,Catalunya,total,de 50 a 54 anys,dosis administrades,,1134813
T4/2021,Catalunya,total,de 50 a 54 anys,persones vacunades amb primera dosi,,539492
T4/2021,Catalunya,total,de 50 a 54 anys,persones vacunades amb segona dosi,,486349
T4/2021,Catalunya,total,de 50 a 54 anys,persones vacunades amb dosi addicional,,108972
T4/2021,Catalunya,total,de 50 a 54 anys,dosis administrades per cada 100 persones,,198.2
T4/2021,Catalunya,total,de 50 a 54 anys,població vacunada amb primera dosi (%),,94.2
T4/2021,Catalunya,total,de 50 a 54 anys,població vacunada amb segona dosi (%),,84.9
T4/2021,Catalunya,total,de 50 a 54 anys,població vacunada amb dosi addicional (%),,19.0
T4/2021,Catalunya,total,de 55 a 59 anys,dosis administrades,,1089868
T4/2021,Catalunya,total,de 55 a 59 anys,persones vacunades amb primera dosi,,491315
T4/2021,Catalunya,total,de 55 a 59 anys,persones vacunades amb segona dosi,,450021
T4/2021,Catalunya,total,de 55 a 59 anys,persones vacunades amb dosi addicional,,148532
T4/2021,Catalunya,total,de 55 a 59 anys,dosis administrades per cada 100 persones,,213.1
T4/2021,Catalunya,total,de 55 a 59 anys,població vacunada amb primera dosi (%),,96.1
T4/2021,Catalunya,total,de 55 a 59 anys,població vacunada amb segona dosi (%),,88.0
T4/2021,Catalunya,total,de 55 a 59 anys,població vacunada amb dosi addicional (%),,29.0
T4/2021,Catalunya,total,de 60 a 64 anys,dosis administrades,,1122595
T4/2021,Catalunya,total,de 60 a 64 anys,persones vacunades amb primera dosi,,431383
T4/2021,Catalunya,total,de 60 a 64 anys,persones vacunades amb segona dosi,,402544
T4/2021,Catalunya,total,de 60 a 64 anys,persones vacunades amb dosi addicional,,288668
T4/2021,Catalunya,total,de 60 a 64 anys,dosis administrades per cada 100 persones,,250.0
T4/2021,Catalunya,total,de 60 a 64 anys,població vacunada amb primera dosi (%),,96.1
T4/2021,Catalunya,total,de 60 a 64 anys,població vacunada amb segona dosi (%),,89.7
T4/2021,Catalunya,total,de 60 a 64 anys,població vacunada amb dosi addicional (%),,64.3
T4/2021,Catalunya,total,de 65 a 69 anys,dosis administrades,,990426
T4/2021,Catalunya,total,de 65 a 69 anys,persones vacunades amb primera dosi,,361799
T4/2021,Catalunya,total,de 65 a 69 anys,persones vacunades amb segona dosi,,356425
